VERSION 1.1
UPDATED 2024 Aug 06 11:00:17 UTC
# ----------------------------------------------------------------------------------------------------
#                    EARTH ORIENTATION PARAMETERS (EOP) DATA
# ----------------------------------------------------------------------------------------------------
#
# See http://celestrak.org/SpaceData/EOP-format.asp for format details.
#
# ----------------------------------------------------------------------------------------------------
#
# EOP (IERS) 20 C04 TIME SERIES  (old format)
# Description: https://hpiers.obspm.fr/eoppc/eop/eopc04/eopc04.txt
# contact: christian.bizouard@obspm.fr
#
# FORMAT(I4,I3,I3,I6,2F10.6,2F11.7,4F10.6,I4)
# ----------------------------------------------------------------------------------------------------
#   Date    MJD      x         y       UT1-UTC      LOD       dPsi    dEpsilon     dX        dY    DAT
# (0h UTC)           "         "          s          s          "        "          "         "     s
# ----------------------------------------------------------------------------------------------------
# y4 mm dd nnnnn +n.nnnnnn +n.nnnnnn +n.nnnnnnn +n.nnnnnnn +n.nnnnnn +n.nnnnnn +n.nnnnnn +n.nnnnnn nnn
# ----------------------------------------------------------------------------------------------------
#
NUM_OBSERVED_POINTS 2044
BEGIN OBSERVED
2019 01 01 58484  0.086392  0.271153 -0.0361567  0.0009246 -0.106865 -0.007280  0.000258 -0.000027  37
2019 01 02 58485  0.084374  0.271932 -0.0370275  0.0008123 -0.106983 -0.007289  0.000307 -0.000003  37
2019 01 03 58486  0.081877  0.272475 -0.0377567  0.0006101 -0.106956 -0.007289  0.000357 -0.000010  37
2019 01 04 58487  0.079109  0.272532 -0.0382807  0.0004637 -0.106735 -0.007382  0.000398 -0.000081  37
2019 01 05 58488  0.076501  0.272559 -0.0387056  0.0004123 -0.106454 -0.007521  0.000406 -0.000127  37
2019 01 06 58489  0.074192  0.272887 -0.0390993  0.0003649 -0.106241 -0.007626  0.000384 -0.000134  37
2019 01 07 58490  0.072297  0.273342 -0.0394449  0.0003248 -0.106114 -0.007612  0.000350 -0.000121  37
2019 01 08 58491  0.071181  0.273824 -0.0397692  0.0003344 -0.106075 -0.007489  0.000319 -0.000100  37
2019 01 09 58492  0.070594  0.274734 -0.0401286  0.0003908 -0.106032 -0.007408  0.000347 -0.000112  37
2019 01 10 58493  0.069738  0.275634 -0.0405609  0.0004763 -0.106065 -0.007441  0.000393 -0.000133  37
2019 01 11 58494  0.068871  0.276108 -0.0410879  0.0005799 -0.106082 -0.007554  0.000436 -0.000151  37
2019 01 12 58495  0.068270  0.276993 -0.0417215  0.0006869 -0.106034 -0.007649  0.000446 -0.000151  37
2019 01 13 58496  0.067652  0.278386 -0.0424573  0.0007822 -0.105982 -0.007701  0.000428 -0.000138  37
2019 01 14 58497  0.066998  0.280045 -0.0432771  0.0008522 -0.106084 -0.007741  0.000397 -0.000120  37
2019 01 15 58498  0.066303  0.281923 -0.0441508  0.0008900 -0.106328 -0.007740  0.000357 -0.000103  37
2019 01 16 58499  0.065508  0.283737 -0.0450429  0.0008879 -0.106511 -0.007593  0.000315 -0.000093  37
2019 01 17 58500  0.064400  0.285437 -0.0459122  0.0008458 -0.106628 -0.007279  0.000273 -0.000089  37
2019 01 18 58501  0.063066  0.286736 -0.0467265  0.0007832 -0.106968 -0.007026  0.000235 -0.000089  37
2019 01 19 58502  0.061925  0.287692 -0.0474813  0.0007304 -0.107556 -0.007123  0.000228 -0.000104  37
2019 01 20 58503  0.060927  0.288657 -0.0482066  0.0007292 -0.107966 -0.007524  0.000238 -0.000126  37
2019 01 21 58504  0.060059  0.289610 -0.0489735  0.0008240 -0.107710 -0.007855  0.000253 -0.000150  37
2019 01 22 58505  0.059501  0.290612 -0.0498791  0.0009980 -0.106863 -0.007855  0.000263 -0.000170  37
2019 01 23 58506  0.059023  0.292020 -0.0509751  0.0011899 -0.105998 -0.007648  0.000262 -0.000182  37
2019 01 24 58507  0.058318  0.293906 -0.0522483  0.0013445 -0.105637 -0.007478  0.000225 -0.000174  37
2019 01 25 58508  0.057031  0.295758 -0.0536413  0.0014265 -0.105750 -0.007400  0.000186 -0.000161  37
2019 01 26 58509  0.055489  0.297202 -0.0550749  0.0014288 -0.106033 -0.007315  0.000183 -0.000151  37
2019 01 27 58510  0.054324  0.298582 -0.0564738  0.0013665 -0.106249 -0.007229  0.000212 -0.000145  37
2019 01 28 58511  0.053481  0.300055 -0.0577767  0.0012270 -0.106300 -0.007266  0.000260 -0.000144  37
2019 01 29 58512  0.052613  0.301484 -0.0589078  0.0010186 -0.106268 -0.007454  0.000319 -0.000149  37
2019 01 30 58513  0.051633  0.302876 -0.0598226  0.0008184 -0.106278 -0.007674  0.000389 -0.000163  37
2019 01 31 58514  0.050656  0.304350 -0.0605577  0.0006620 -0.106542 -0.007794  0.000365 -0.000153  37
2019 02 01 58515  0.049859  0.306205 -0.0611594  0.0005449 -0.106825 -0.007849  0.000264 -0.000127  37
2019 02 02 58516  0.048980  0.308435 -0.0616696  0.0004851 -0.106677 -0.007963  0.000227 -0.000136  37
2019 02 03 58517  0.047548  0.310381 -0.0621551  0.0005016 -0.106233 -0.008100  0.000248 -0.000172  37
2019 02 04 58518  0.046023  0.311645 -0.0626908  0.0005811 -0.105805 -0.008133  0.000288 -0.000214  37
2019 02 05 58519  0.044853  0.312713 -0.0633269  0.0006949 -0.105558 -0.008032  0.000330 -0.000247  37
2019 02 06 58520  0.043922  0.313822 -0.0640860  0.0008256 -0.105530 -0.007907  0.000359 -0.000258  37
2019 02 07 58521  0.043057  0.314952 -0.0649760  0.0009516 -0.105738 -0.007889  0.000337 -0.000245  37
2019 02 08 58522  0.042321  0.316308 -0.0659810  0.0010489 -0.106032 -0.007979  0.000277 -0.000216  37
2019 02 09 58523  0.041809  0.318185 -0.0670682  0.0011196 -0.106127 -0.008082  0.000255 -0.000179  37
2019 02 10 58524  0.041170  0.320281 -0.0682150  0.0011712 -0.106056 -0.008155  0.000268 -0.000143  37
2019 02 11 58525  0.040113  0.322015 -0.0694036  0.0012046 -0.105991 -0.008248  0.000293 -0.000114  37
2019 02 12 58526  0.038839  0.323177 -0.0706126  0.0012131 -0.105970 -0.008376  0.000320 -0.000100  37
2019 02 13 58527  0.037680  0.323804 -0.0718099  0.0011725 -0.105933 -0.008449  0.000324 -0.000130  37
2019 02 14 58528  0.036430  0.324143 -0.0729422  0.0010837 -0.105877 -0.008336  0.000317 -0.000180  37
